SA3_CODE_2016,MaOpD_Tot_A_20_24,MaOpD_Tot_A_25_34,MaOpD_Tot_A_35_44,MaOpD_Tot_A_45_54,MaOpD_Tot_A_55_64,MaOpD_Tot_A_65_74,MaOpD_Tot_A_75ov,MaOpD_Tot_Tot,Lab_NNI_A_15_19,Lab_NNI_A_20_24,Lab_NNI_A_25_34,Lab_NNI_A_35_44,Lab_NNI_A_45_54,Lab_NNI_A_55_64,Lab_NNI_A_65_74,Lab_NNI_A_75ov,Lab_NNI_Tot,Lab_1_149_A_15_19,Lab_1_149_A_20_24,Lab_1_149_A_25_34,Lab_1_149_A_35_44,Lab_1_149_A_45_54,Lab_1_149_A_55_64,Lab_1_149_A_65_74,Lab_1_149_A_75ov,Lab_1_149_Tot,Lab_150_299_A_15_19,Lab_150_299_A_20_24,Lab_150_299_A_25_34,Lab_150_299_A_35_44,Lab_150_299_A_45_54,Lab_150_299_A_55_64,Lab_150_299_A_65_74,Lab_150_299_A_75ov,Lab_150_299_Tot,Lab_300_399_A_15_19,Lab_300_399_A_20_24,Lab_300_399_A_25_34,Lab_300_399_A_35_44,Lab_300_399_A_45_54,Lab_300_399_A_55_64,Lab_300_399_A_65_74,Lab_300_399_A_75ov,Lab_300_399_Tot,Lab_400_499_A_15_19,Lab_400_499_A_20_24,Lab_400_499_A_25_34,Lab_400_499_A_35_44,Lab_400_499_A_45_54,Lab_400_499_A_55_64,Lab_400_499_A_65_74,Lab_400_499_A_75ov,Lab_400_499_Tot,Lab_500_649_A_15_19,Lab_500_649_A_20_24,Lab_500_649_A_25_34,Lab_500_649_A_35_44,Lab_500_649_A_45_54,Lab_500_649_A_55_64,Lab_500_649_A_65_74,Lab_500_649_A_75ov,Lab_500_649_Tot,Lab_650_799_A_15_19,Lab_650_799_A_20_24,Lab_650_799_A_25_34,Lab_650_799_A_35_44,Lab_650_799_A_45_54,Lab_650_799_A_55_64,Lab_650_799_A_65_74,Lab_650_799_A_75ov,Lab_650_799_Tot,Lab_800_999_A_15_19,Lab_800_999_A_20_24,Lab_800_999_A_25_34,Lab_800_999_A_35_44,Lab_800_999_A_45_54,Lab_800_999_A_55_64,Lab_800_999_A_65_74,Lab_800_999_A_75ov,Lab_800_999_Tot,Lab_1000_1249_A_15_19,Lab_1000_1249_A_20_24,Lab_1000_1249_A_25_34,Lab_1000_1249_A_35_44,Lab_1000_1249_A_45_54,Lab_1000_1249_A_55_64,Lab_1000_1249_A_65_74,Lab_1000_1249_A_75ov,Lab_1000_1249_Tot,Lab_1250_1499_A_15_19,Lab_1250_1499_A_20_24,Lab_1250_1499_A_25_34,Lab_1250_1499_A_35_44,Lab_1250_1499_A_45_54,Lab_1250_1499_A_55_64,Lab_1250_1499_A_65_74,Lab_1250_1499_A_75ov,Lab_1250_1499_Tot,Lab_1500_1749_A_15_19,Lab_1500_1749_A_20_24,Lab_1500_1749_A_25_34,Lab_1500_1749_A_35_44,Lab_1500_1749_A_45_54,Lab_1500_1749_A_55_64,Lab_1500_1749_A_65_74,Lab_1500_1749_A_75ov,Lab_1500_1749_Tot,Lab_1750_1999_A_15_19,Lab_1750_1999_A_20_24,Lab_1750_1999_A_25_34,Lab_1750_1999_A_35_44,Lab_1750_1999_A_45_54,Lab_1750_1999_A_55_64,Lab_1750_1999_A_65_74,Lab_1750_1999_A_75ov,Lab_1750_1999_Tot,Lab_2000_2999_A_15_19,Lab_2000_2999_A_20_24,Lab_2000_2999_A_25_34,Lab_2000_2999_A_35_44,Lab_2000_2999_A_45_54,Lab_2000_2999_A_55_64,Lab_2000_2999_A_65_74,Lab_2000_2999_A_75ov,Lab_2000_2999_Tot,Lab_3000mo_A_15_19,Lab_3000mo_A_20_24,Lab_3000mo_A_25_34,Lab_3000mo_A_35_44,Lab_3000mo_A_45_54,Lab_3000mo_A_55_64,Lab_3000mo_A_65_74,Lab_3000mo_A_75ov,Lab_3000mo_Tot,Lab_PINS_A_15_19,Lab_PINS_A_20_24,Lab_PINS_A_25_34,Lab_PINS_A_35_44,Lab_PINS_A_45_54,Lab_PINS_A_55_64,Lab_PINS_A_65_74,Lab_PINS_A_75ov,Lab_PINS_Tot,Lab_Tot_A_15_19,Lab_Tot_A_20_24,Lab_Tot_A_25_34,Lab_Tot_A_35_44,Lab_Tot_A_45_54,Lab_Tot_A_55_64,Lab_Tot_A_65_74,Lab_Tot_A_75ov,Lab_Tot_Tot,OIDNS_NNI_A_15_19,OIDNS_NNI_A_20_24,OIDNS_NNI_A_25_34,OIDNS_NNI_A_35_44,OIDNS_NNI_A_45_54,OIDNS_NNI_A_55_64,OIDNS_NNI_A_65_74,OIDNS_NNI_A_75ov,OIDNS_NNI_T,OIDNS_1_149_A_15_19,OIDNS_1_149_A_20_24,OIDNS_1_149_A_25_34,OIDNS_1_149_A_35_44,OIDNS_1_149_A_45_54,OIDNS_1_149_A_55_64,OIDNS_1_149_A_65_74,OIDNS_1_149_A_75ov,OIDNS_1_149_T,OIDNS_150_299_A_15_19,OIDNS_150_299_A_20_24,OIDNS_150_299_A_25_34,OIDNS_150_299_A_35_44,OIDNS_150_299_A_45_54,OIDNS_150_299_A_55_64,OIDNS_150_299_A_65_74,OIDNS_150_299_A_75ov,OIDNS_150_299_T,OIDNS_300_399_A_15_19,OIDNS_300_399_A_20_24,OIDNS_300_399_A_25_34,OIDNS_300_399_A_35_44,OIDNS_300_399_A_45_54,OIDNS_300_399_A_55_64,OIDNS_300_399_A_65_74,OIDNS_300_399_A_75ov,OIDNS_300_399_T,OIDNS_400_499_A_15_19,OIDNS_400_499_A_20_24,OIDNS_400_499_A_25_34,OIDNS_400_499_A_35_44,OIDNS_400_499_A_45_54,OIDNS_400_499_A_55_64,OIDNS_400_499_A_65_74,OIDNS_400_499_A_75ov,OIDNS_400_499_T,OIDNS_500_649_A_15_19,OIDNS_500_649_A_20_24,OIDNS_500_649_A_25_34
10102,86,208,233,237,224,67,4,1095,4,0,0,0,0,7,0,0,19,100,9,9,0,3,6,0,0,123,32,19,10,4,3,9,0,0,82,11,13,12,12,22,14,0,0,86,9,19,20,15,13,20,12,0,108,13,15,37,22,19,23,5,3,141,19,31,42,36,46,27,10,0,213,8,23,61,39,52,34,6,3,236,0,12,50,38,33,31,3,0,167,0,7,29,19,17,11,3,0,88,0,5,14,9,6,13,0,0,49,0,0,8,7,7,6,0,0,27,0,0,0,3,3,0,0,0,11,0,0,0,6,3,0,0,0,10,4,7,5,3,6,8,0,0,28,209,158,297,208,235,207,56,12,1384,3,0,5,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,3,0,5,0,0,0,0,10,0,0,3,0,3,3,0,0,13,0,3,0,0,3,0,0,0,13,0,0,3
10103,139,121,80,147,129,28,0,715,3,0,3,3,4,0,0,0,11,40,4,4,9,0,7,3,0,71,18,12,17,10,11,14,3,0,92,11,23,14,13,17,20,12,0,109,12,19,25,19,22,19,12,0,124,27,44,57,20,39,32,13,0,220,10,49,60,26,37,22,7,3,220,7,22,35,37,27,25,13,3,160,0,10,30,18,16,13,0,0,91,0,0,6,11,10,7,0,0,37,0,0,4,0,3,7,0,0,13,0,0,0,0,4,0,3,0,4,0,0,0,0,3,0,0,0,9,0,0,0,3,0,0,0,0,8,3,4,3,3,3,3,4,0,18,141,191,258,167,201,159,66,12,1196,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,6,3,3,0,0,0,3,0,0,16,3,9,0
10104,69,141,253,317,354,95,12,1259,12,4,8,0,0,9,3,0,32,148,13,7,13,18,28,0,3,221,41,21,22,28,51,47,9,3,227,24,30,31,39,59,58,26,0,260,27,33,35,44,82,91,22,0,337,8,37,59,71,86,108,30,5,405,18,45,57,64,98,101,15,6,408,9,31,71,73,123,97,18,0,428,3,12,63,54,94,56,12,0,296,0,5,22,22,38,26,3,0,114,0,3,13,3,15,7,0,0,47,0,0,4,5,7,5,0,0,25,0,0,3,3,4,0,0,0,13,0,0,0,3,7,9,4,0,18,11,10,8,3,18,7,7,0,71,321,234,409,430,702,646,156,18,2912,3,0,0,3,0,5,0,0,9,14,0,0,0,0,0,0,0,20,0,0,0,3,0,10,3,0,24,3,3,0,4,4,16,4,3,36,0,4,3,0,6,9,4,3,37,3,3,3
10105,54,151,209,252,211,56,4,963,9,0,0,4,9,0,0,0,20,76,3,6,7,14,10,6,0,114,24,16,15,13,22,19,11,0,114,22,12,15,16,18,25,3,3,111,19,15,26,19,32,35,5,0,150,13,25,31,28,51,39,12,3,213,14,34,52,42,63,54,8,3,258,10,43,36,43,62,32,5,0,240,3,10,35,43,25,28,3,0,146,0,10,14,16,9,10,3,0,61,0,0,6,6,4,4,0,0,31,0,0,0,3,3,0,0,0,10,0,0,0,3,3,0,0,3,12,0,0,3,0,0,0,0,0,6,5,3,11,3,10,4,0,0,27,195,175,247,240,319,260,65,18,1516,0,0,0,0,6,6,0,0,10,5,0,0,0,0,0,0,0,13,3,0,3,0,3,0,0,0,13,0,0,3,5,0,5,0,0,11,0,0,4,3,3,3,3,0,17,0,4,0
10106,23,94,113,193,151,50,12,647,4,0,0,3,3,4,3,0,21,95,9,13,8,10,8,0,3,145,32,10,18,14,22,27,9,3,134,14,21,19,15,20,29,10,7,128,8,10,10,25,33,27,15,0,129,23,38,30,45,49,31,16,4,228,8,42,55,46,66,54,3,3,281,4,41,63,53,60,49,20,0,284,0,14,12,19,30,20,8,0,106,0,0,5,9,9,4,3,0,28,0,0,8,10,6,8,4,0,32,0,0,0,3,0,0,0,0,6,0,0,0,0,5,3,0,0,8,0,0,0,3,3,3,3,0,15,9,3,6,3,10,3,0,3,32,206,197,243,250,309,264,94,31,1585,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,12,3,0,0,3,3,0,3,3,11,0,0,0,0,0,6,3,3,13,0,0,0,0,3,0,3,3,11,0,0,0
10201,193,439,538,732,659,158,14,2849,27,3,3,3,9,7,0,0,53,486,36,11,22,30,23,6,0,618,152,98,41,43,90,54,17,0,504,72,76,50,82,86,85,21,3,478,47,84,57,74,113,100,30,3,508,45,100,103,135,175,168,53,0,782,27,117,199,183,233,188,33,3,977,7,96,156,166,210,155,25,0,822,5,31,93,92,120,112,23,0,477,0,15,36,49,55,41,0,0,192,0,3,25,28,35,24,3,0,115,0,0,5,17,16,8,0,0,51,0,0,8,5,18,5,0,0,38,0,0,3,4,7,10,0,0,26,10,5,14,14,10,11,7,0,76,870,675,802,910,1225,999,219,21,5716,7,0,6,5,9,3,3,0,29,12,0,9,9,0,0,0,0,39,3,4,3,6,4,6,0,3,35,3,11,6,8,10,6,6,7,50,3,9,5,6,4,6,7,3,41,4,7,13
10202,221,575,625,790,693,161,12,3181,29,3,5,3,9,5,0,0,50,425,26,11,18,13,14,5,0,521,139,77,37,48,42,44,14,3,405,45,67,51,64,89,64,13,0,406,52,68,71,71,82,77,16,3,439,29,106,106,84,156,142,21,6,655,27,115,159,138,205,136,27,5,806,8,83,139,148,166,140,19,0,702,3,31,87,90,96,81,7,0,395,0,9,34,48,54,35,0,0,175,0,4,31,34,46,20,5,0,131,0,3,20,18,23,5,3,0,73,0,0,11,12,18,9,0,0,46,0,0,3,4,4,8,3,0,23,7,6,17,14,19,12,0,0,78,777,595,774,796,1027,796,133,18,4907,5,0,6,14,3,3,0,3,31,11,3,0,0,3,0,0,0,20,6,5,5,6,3,7,3,3,34,4,3,10,7,3,9,10,7,47,3,3,3,10,3,9,3,0,40,3,9,8
10301,80,206,277,346,279,77,11,1287,12,0,3,3,3,3,3,0,26,133,18,7,10,6,0,3,0,182,45,28,24,16,26,22,11,0,167,21,24,26,29,30,22,13,0,159,21,21,37,34,32,29,10,0,189,19,46,50,49,50,56,14,3,281,10,67,63,61,75,66,12,0,357,6,32,68,57,85,67,6,0,314,3,16,40,49,59,56,13,0,234,0,7,12,22,31,23,5,0,106,0,0,15,22,38,28,3,0,105,0,0,3,10,25,9,0,0,49,0,0,8,7,8,10,0,0,32,0,0,0,3,0,3,0,0,10,4,0,6,0,5,10,0,0,34,273,269,357,378,472,392,92,11,2251,4,0,0,3,0,0,0,0,11,4,3,0,0,0,0,0,3,21,3,5,3,6,5,0,0,3,20,4,0,0,7,0,3,3,0,24,0,0,3,0,0,6,0,0,16,0,5,3
10302,105,312,328,437,373,111,18,1714,12,0,0,3,4,3,0,0,29,102,6,3,12,21,22,3,4,170,42,19,31,21,30,31,13,0,195,23,22,23,20,37,52,20,5,210,25,28,29,22,63,46,20,7,241,34,55,62,67,86,82,30,3,419,25,75,82,68,96,92,26,4,469,5,47,74,75,73,81,12,0,376,0,19,40,50,48,56,9,0,227,0,3,18,15,28,20,0,0,87,0,4,7,9,15,5,0,0,47,0,0,3,3,3,0,0,0,13,0,0,0,8,3,3,0,0,21,0,0,0,3,5,5,0,3,22,6,3,4,0,10,8,5,4,44,286,289,390,385,524,506,150,29,2552,3,5,0,0,4,3,3,0,19,11,0,0,5,0,0,0,0,15,0,7,0,0,0,6,6,5,23,0,0,0,5,14,0,3,5,28,0,0,7,5,3,3,9,5,35,3,4,6
10303,72,456,571,639,423,62,7,2249,8,0,0,0,3,3,0,0,27,109,6,9,11,15,10,9,0,161,32,15,14,23,39,35,9,3,169,12,17,25,39,37,42,14,0,178,17,14,18,34,55,39,10,0,195,7,26,35,43,73,40,13,0,247,11,43,51,45,49,73,9,3,288,5,32,48,40,56,61,11,0,251,8,12,20,18,41,22,6,5,138,0,3,21,9,23,15,4,0,72,0,0,10,10,14,7,3,0,38,0,0,6,11,3,6,0,0,29,0,0,9,21,8,0,0,0,40,0,0,0,3,10,4,3,0,22,4,3,7,4,10,9,0,0,36,218,179,267,309,455,365,99,15,1900,3,0,0,3,0,6,3,0,13,4,0,0,0,3,0,0,0,10,0,0,3,4,0,0,0,4,12,0,3,0,6,4,4,5,0,21,3,4,3,0,3,3,5,0,21,0,0,0
