SA3_CODE_2016,M_Vietnam_OM_UIE,M_Vietnam_CFW,M_Vietnam_ES_NS,M_Vietnam_Tot,M_Zimbabwe_E,M_Zimbabwe_OM_IE,M_Zimbabwe_OM_UIE,M_Zimbabwe_CFW,M_Zimbabwe_ES_NS,M_Zimbabwe_Tot,M_Elsewhere_E,M_Elsewhere_OM_IE,M_Elsewhere_OM_UIE,M_Elsewhere_CFW,M_Elsewhere_ES_NS,M_Elsewhere_Tot,M_COB_NS_E,M_COB_NS_OM_IE,M_COB_NS_OM_UIE,M_COB_NS_CFW,M_COB_NS_ES_NS,M_COB_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_Australia_E,F_Australia_OM_IE,F_Australia_OM_UIE,F_Australia_CFW,F_Australia_ES_NS,F_Australia_Tot,F_Canada_E,F_Canada_OM_IE,F_Canada_OM_UIE,F_Canada_CFW,F_Canada_ES_NS,F_Canada_Tot,F_China_E,F_China_OM_IE,F_China_OM_UIE,F_China_CFW,F_China_ES_NS,F_China_Tot,F_Croatia_E,F_Croatia_OM_IE,F_Croatia_OM_UIE,F_Croatia_CFW,F_Croatia_ES_NS,F_Croatia_Tot,F_Egypt_E,F_Egypt_OM_IE,F_Egypt_OM_UIE,F_Egypt_CFW,F_Egypt_ES_NS,F_Egypt_Tot,F_Fiji_E,F_Fiji_OM_IE,F_Fiji_OM_UIE,F_Fiji_CFW,F_Fiji_ES_NS,F_Fiji_Tot,F_FYROM_E,F_FYROM_OM_IE,F_FYROM_OM_UIE,F_FYROM_CFW,F_FYROM_ES_NS,F_FYROM_Tot,F_Germany_E,F_Germany_OM_IE,F_Germany_OM_UIE,F_Germany_CFW,F_Germany_ES_NS,F_Germany_Tot,F_Greece_E,F_Greece_OM_IE,F_Greece_OM_UIE,F_Greece_CFW,F_Greece_ES_NS,F_Greece_Tot,F_HongKong_E,F_HongKong_OM_IE,F_HongKong_OM_UIE,F_HongKong_CFW,F_HongKong_ES_NS,F_HongKong_Tot,F_India_E,F_India_OM_IE,F_India_OM_UIE,F_India_CFW,F_India_ES_NS,F_India_Tot,F_Indonesia_E,F_Indonesia_OM_IE,F_Indonesia_OM_UIE,F_Indonesia_CFW,F_Indonesia_ES_NS,F_Indonesia_Tot,F_Iran_E,F_Iran_OM_IE,F_Iran_OM_UIE,F_Iran_CFW,F_Iran_ES_NS,F_Iran_Tot,F_Iraq_E,F_Iraq_OM_IE,F_Iraq_OM_UIE,F_Iraq_CFW,F_Iraq_ES_NS,F_Iraq_Tot,F_Ireland_E,F_Ireland_OM_IE,F_Ireland_OM_UIE,F_Ireland_CFW,F_Ireland_ES_NS,F_Ireland_Tot,F_Italy_E,F_Italy_OM_IE,F_Italy_OM_UIE,F_Italy_CFW,F_Italy_ES_NS,F_Italy_Tot,F_Japan_E,F_Japan_OM_IE,F_Japan_OM_UIE,F_Japan_CFW,F_Japan_ES_NS,F_Japan_Tot,F_KoreaSouth_E,F_KoreaSouth_OM_IE,F_KoreaSouth_OM_UIE,F_KoreaSouth_CFW,F_KoreaSouth_ES_NS,F_KoreaSouth_Tot,F_Lebanon_E,F_Lebanon_OM_IE,F_Lebanon_OM_UIE,F_Lebanon_CFW,F_Lebanon_ES_NS,F_Lebanon_Tot,F_Malaysia_E,F_Malaysia_OM_IE,F_Malaysia_OM_UIE,F_Malaysia_CFW,F_Malaysia_ES_NS,F_Malaysia_Tot,F_Malta_E,F_Malta_OM_IE,F_Malta_OM_UIE,F_Malta_CFW,F_Malta_ES_NS,F_Malta_Tot,F_Netherlands_E,F_Netherlands_OM_IE,F_Netherlands_OM_UIE,F_Netherlands_CFW,F_Netherlands_ES_NS,F_Netherlands_Tot,F_NZ_E,F_NZ_OM_IE,F_NZ_OM_UIE,F_NZ_CFW,F_NZ_ES_NS,F_NZ_Tot,F_Pakistan_E,F_Pakistan_OM_IE,F_Pakistan_OM_UIE,F_Pakistan_CFW,F_Pakistan_ES_NS,F_Pakistan_Tot,F_Philippines_E,F_Philippines_OM_IE,F_Philippines_OM_UIE,F_Philippines_CFW,F_Philippines_ES_NS,F_Philippines_Tot,F_Poland_E,F_Poland_OM_IE,F_Poland_OM_UIE,F_Poland_CFW,F_Poland_ES_NS,F_Poland_Tot,F_Singapore_E,F_Singapore_OM_IE,F_Singapore_OM_UIE,F_Singapore_CFW,F_Singapore_ES_NS,F_Singapore_Tot,F_SthAfrica_E,F_SthAfrica_OM_IE,F_SthAfrica_OM_UIE,F_SthAfrica_CFW,F_SthAfrica_ES_NS,F_SthAfrica_Tot,F_SriLanka_E,F_SriLanka_OM_IE,F_SriLanka_OM_UIE,F_SriLanka_CFW
10304,0,0,0,16,28,0,0,0,0,27,189,11,15,3,4,220,143,18,25,12,8,202,10010,952,1269,336,186,12755,9386,364,698,284,119,10846,25,0,0,0,0,23,23,0,13,0,0,38,6,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,3,15,0,0,0,0,0,0,19,3,8,3,0,30,0,0,0,0,0,0,12,0,0,0,0,17,105,3,0,0,4,112,10,0,0,0,0,10,5,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,11,11,0,3,0,0,10,7,0,0,0,0,8,22,0,0,0,0,25,0,0,0,0,0,0,15,0,3,0,0,22,0,0,3,0,0,0,9,3,5,0,0,19,120,7,14,8,0,149,3,0,0,0,0,3,84,3,0,0,0,92,4,0,5,0,0,6,9,0,0,0,0,14,50,8,5,0,0,55,6,0,0,0
10401,0,0,0,5,12,0,3,0,0,15,50,6,12,3,0,79,150,15,39,9,6,215,6031,584,1036,268,147,8065,6124,261,626,203,103,7309,8,0,0,0,0,10,3,8,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,17,0,4,0,0,23,0,0,0,0,0,3,3,3,4,0,0,10,16,0,0,3,0,21,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,8,5,3,3,0,16,72,0,12,0,3,95,0,0,0,0,0,0,34,0,8,0,0,42,0,0,0,0,0,0,3,0,0,0,0,3,10,3,0,0,0,19,3,0,0,0
10402,6,0,0,14,14,4,0,0,0,21,354,22,50,8,3,443,181,11,36,0,20,252,11861,1280,1964,396,206,15706,12023,480,1090,290,150,14032,46,0,4,3,0,58,30,7,6,3,0,45,0,0,0,0,0,0,4,0,0,0,0,7,15,3,0,0,0,22,0,0,0,0,0,0,69,6,10,3,0,87,0,0,0,0,0,0,12,0,8,0,0,24,184,18,41,36,0,281,10,0,0,0,0,14,5,0,0,0,0,5,3,0,0,0,0,0,46,0,9,0,0,48,12,3,3,0,0,20,14,0,3,0,0,19,11,3,0,3,0,22,3,0,0,0,0,3,27,0,3,0,0,32,6,0,4,0,0,5,45,0,0,3,0,45,257,13,42,7,3,319,3,0,0,0,0,4,123,6,12,0,0,141,7,0,0,0,0,9,8,0,0,0,0,3,68,3,10,0,0,86,3,3,0,0
10501,0,0,0,0,6,0,0,0,0,8,54,3,5,0,0,62,115,5,37,18,12,190,3610,357,819,403,130,5320,2949,117,339,287,78,3766,4,0,0,0,0,6,6,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,14,0,0,3,0,15,0,0,0,0,0,0,3,0,0,0,0,3,21,0,0,0,0,21,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,63,4,3,0,0,74,6,0,0,0,0,8,26,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,17,3,0,0,0
10502,0,0,0,0,5,0,0,0,0,5,24,0,0,0,0,28,78,16,8,3,10,113,3281,220,358,112,88,4049,3022,105,193,93,51,3465,6,0,0,0,0,6,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,4,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,38,0,4,0,0,43,0,0,0,0,0,0,38,0,0,0,0,44,0,0,0,0,0,0,3,0,0,0,0,3,11,0,3,0,0,9,3,0,0,0
10503,3,0,0,13,17,0,0,0,0,24,217,11,21,9,0,251,197,17,43,20,21,305,10381,1072,1923,624,259,14264,10713,416,961,408,130,12634,13,0,0,0,0,13,42,6,3,3,0,57,4,0,0,0,0,4,0,3,0,0,0,5,13,0,0,0,0,15,0,0,0,0,0,0,27,0,10,0,0,33,3,0,0,0,0,3,3,0,7,0,0,9,108,5,0,0,3,115,11,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,4,11,0,3,0,0,17,4,0,0,0,0,9,7,0,0,0,0,7,15,0,0,0,0,17,3,0,0,0,0,6,16,0,4,0,0,19,0,0,0,0,0,3,14,0,0,0,0,19,122,6,13,5,3,142,3,0,0,0,0,3,88,0,4,0,0,91,4,0,0,0,0,3,7,0,0,0,0,8,38,0,0,0,0,43,33,5,5,0
10601,4,0,0,26,17,0,0,0,0,19,145,20,10,11,3,187,235,26,27,18,20,316,15616,1064,1090,343,211,18327,11152,458,677,288,120,12693,13,3,4,0,0,22,28,4,14,4,0,42,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,23,0,0,0,0,22,0,0,0,0,0,0,4,0,3,0,0,11,33,8,3,5,0,45,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,21,5,0,5,0,0,9,7,0,0,0,0,3,5,0,0,0,0,5,4,0,3,0,0,3,22,0,0,0,0,26,0,3,0,0,0,5,10,0,3,0,0,18,190,7,25,10,4,228,0,5,0,0,0,8,75,0,6,0,0,88,3,0,0,0,0,3,7,0,0,0,0,9,42,0,8,3,0,52,8,3,0,0
10602,0,0,0,14,9,0,0,0,0,14,119,20,10,5,0,154,112,15,15,0,8,142,10325,1062,804,141,100,12423,11251,406,645,170,104,12568,25,0,3,0,0,32,43,5,13,3,0,59,6,0,0,0,0,6,0,0,0,0,0,3,14,0,0,0,0,14,0,0,0,0,0,0,21,3,0,0,0,22,0,0,0,0,0,3,11,0,4,0,0,18,70,11,7,0,0,90,7,0,0,0,0,7,4,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,13,3,0,0,0,0,4,3,0,0,0,0,5,16,0,0,0,0,13,0,0,0,0,0,3,24,3,0,0,0,28,0,0,0,0,0,0,7,0,0,0,0,11,153,14,14,3,0,184,7,0,0,0,0,7,86,0,3,0,0,89,9,0,0,0,0,9,7,0,3,0,0,8,51,0,3,4,0,56,12,0,3,0
10603,3,0,0,15,18,0,0,0,0,18,193,10,16,6,0,235,154,20,22,3,8,205,13020,1049,1032,194,153,15449,8341,420,650,160,87,9663,20,0,3,0,0,24,24,4,6,0,0,43,6,0,0,0,0,6,3,0,0,0,0,4,9,0,0,0,0,11,3,0,0,0,0,3,23,0,3,0,0,33,3,0,0,0,0,6,3,0,3,0,0,5,32,3,0,0,0,37,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,22,3,0,0,0,0,4,9,0,0,0,0,9,9,3,3,0,0,10,0,0,0,0,0,4,25,4,4,0,0,32,0,0,0,0,0,3,19,0,3,0,0,23,165,7,22,0,0,191,0,0,0,0,0,3,58,4,6,0,0,67,7,0,0,0,0,10,11,0,0,0,0,9,33,7,8,3,0,55,4,0,0,0
10604,0,0,0,22,18,0,0,0,0,15,90,3,3,3,3,104,142,10,25,3,6,177,7164,376,576,191,104,8415,4591,153,348,175,58,5337,5,0,0,0,0,11,10,3,3,0,0,19,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,6,26,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,5,3,0,0,0,0,3,7,0,3,0,0,11,116,7,11,6,3,142,0,0,0,0,0,0,71,0,0,3,0,71,0,0,0,0,0,0,4,0,0,0,0,4,28,0,0,0,0,28,4,0,0,0
10701,12,0,0,67,11,0,0,0,0,8,583,55,54,6,12,709,218,17,18,0,16,273,14826,1000,880,97,154,16952,7576,239,414,106,81,8416,12,0,3,0,0,17,72,8,6,3,0,90,16,0,0,0,0,20,11,0,0,0,0,13,12,0,0,0,0,16,163,9,14,3,0,183,29,0,4,0,0,35,8,0,0,0,0,13,8,0,0,0,0,8,42,6,4,0,0,51,6,3,0,0,0,10,5,0,0,0,0,9,3,0,0,0,0,3,12,0,0,0,0,12,51,3,3,3,0,57,0,0,0,0,0,0,18,0,0,0,0,20,12,0,3,0,0,17,17,0,3,0,0,16,11,0,0,0,0,16,15,0,0,0,0,15,115,0,11,0,0,126,4,0,0,0,0,5,100,3,4,0,0,104,11,0,4,0,0,20,4,3,0,0,0,9,31,3,4,0,0,41,6,0,0,0
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,47,11,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
