SA3_CODE_2016,Tot_65_69_HW_0,Tot_65_69_HW_1_15,Tot_65_69_HW_16_24,Tot_65_69_HW_25_34,Tot_65_69_HW_35_39,Tot_65_69_HW_40,Tot_65_69_HW_41_48,Tot_65_69_HW_49mor,Tot_65_69_HW_NS,Tot_65_69_Tot,Tot_70_74_HW_0,Tot_70_74_HW_1_15,Tot_70_74_HW_16_24,Tot_70_74_HW_25_34,Tot_70_74_HW_35_39,Tot_70_74_HW_40,Tot_70_74_HW_41_48,Tot_70_74_HW_49mor,Tot_70_74_HW_NS,Tot_70_74_Tot,Tot_75ov_HW_0,Tot_75ov_HW_1_15,Tot_75ov_HW_16_24,Tot_75ov_HW_25_34,Tot_75ov_HW_35_39,Tot_75ov_HW_40,Tot_75ov_HW_41_48,Tot_75ov_HW_49mor,Tot_75ov_HW_NS,Tot_75ov_Tot,Tot_Tot_HW_0,Tot_Tot_HW_1_15,Tot_Tot_HW_16_24,Tot_Tot_HW_25_34,Tot_Tot_HW_35_39,Tot_Tot_HW_40,Tot_Tot_HW_41_48,Tot_Tot_HW_49mor,Tot_Tot_HW_NS,Tot_Tot_Tot
10102,19,104,61,65,57,58,25,89,5,495,11,59,38,23,5,18,12,35,3,211,4,29,24,17,7,9,5,24,10,138,477,1743,1252,1574,2667,2747,1580,2644,271,14949
10103,18,66,47,43,37,51,21,90,8,371,10,41,34,18,14,22,10,54,8,209,9,22,15,6,7,14,9,35,14,129,295,953,858,1259,1740,1334,980,2022,224,9660
10104,62,293,161,119,103,91,48,147,27,1049,26,113,50,58,19,36,7,48,16,378,15,58,28,27,11,19,5,33,19,210,1006,3628,2949,3665,4253,3311,1726,2933,500,23971
10105,26,98,84,67,58,70,25,110,15,540,4,54,41,25,17,26,18,53,5,246,7,38,17,29,8,21,4,37,17,179,491,1441,1409,1653,2795,2170,1042,2100,267,13372
10106,34,122,82,82,53,74,30,134,11,609,18,61,31,34,21,45,16,57,11,301,8,54,28,35,18,34,7,55,14,251,386,1492,1207,1422,1812,1684,900,2119,264,11285
10201,71,448,340,218,197,195,77,197,35,1776,29,209,124,75,52,56,13,63,23,644,15,99,41,23,16,26,13,26,22,282,2091,8343,7480,7760,10699,9964,4411,6963,1053,58776
10202,63,249,218,160,153,135,44,118,25,1179,17,145,80,55,32,28,16,30,15,411,10,55,24,15,5,13,0,17,18,166,1641,6290,5674,6201,8988,7628,3495,5177,857,45957
10301,31,130,97,67,74,99,44,135,7,696,19,94,43,37,21,28,9,46,10,309,12,50,19,21,11,20,3,28,12,174,743,2461,1917,2149,4099,3271,1654,2932,395,19613
10302,33,120,125,94,83,131,76,266,29,956,31,83,56,66,25,52,26,112,22,472,23,76,49,57,16,57,21,98,46,449,810,2226,1974,2433,3250,3392,1990,4487,555,21121
10303,35,121,85,79,63,62,21,118,6,595,14,84,41,41,28,30,12,57,12,318,6,40,29,29,17,23,10,35,18,212,666,1935,1799,2023,2949,2708,1720,3218,351,17373
10304,56,164,118,94,91,112,44,136,27,841,23,82,64,48,24,34,26,76,19,399,11,50,44,31,21,22,14,53,29,262,960,2612,2345,2698,4591,4277,2539,4610,450,25090
10401,30,139,103,80,55,65,24,81,25,595,17,60,47,27,11,27,15,33,9,236,8,43,29,20,13,13,7,30,19,181,645,2156,1920,2358,3112,2228,1235,2234,349,16229
10402,56,269,167,133,141,107,50,127,17,1072,22,97,59,53,28,25,14,39,3,337,3,49,29,18,18,18,0,18,31,186,1159,4626,3844,4899,6371,4808,2347,3962,607,32611
10501,21,56,41,35,33,81,12,121,13,423,3,38,23,23,20,27,9,58,11,210,12,28,19,25,6,24,7,55,13,189,380,724,689,928,1439,1468,867,2850,293,9636
10502,18,52,39,20,29,32,16,59,3,266,4,19,7,8,8,11,7,25,5,100,7,8,4,8,0,10,3,9,16,64,352,793,630,871,1570,1267,618,1562,200,7862
10503,57,162,132,116,129,147,69,261,33,1106,20,91,72,55,35,59,29,114,18,484,19,73,57,47,23,59,18,80,32,413,997,2803,2462,3083,5867,5015,2513,5053,599,28401
10601,42,187,137,81,77,93,60,137,13,841,11,71,57,46,16,34,15,59,6,313,8,46,42,19,9,18,19,38,20,219,1236,3808,3451,3344,5134,4978,3806,6122,640,32521
10602,31,139,115,68,85,69,32,76,11,614,7,72,31,18,18,18,13,17,9,203,3,31,18,8,5,6,0,16,14,111,899,3531,3057,3338,5022,4431,2289,3426,447,26438
10603,32,182,92,87,72,82,35,92,14,697,17,101,40,25,19,15,13,31,14,270,5,44,31,17,6,12,3,20,10,151,942,3270,2583,2904,5154,4676,2912,3704,471,26611
10604,15,77,56,35,36,49,24,88,11,397,7,34,31,20,14,19,10,42,10,182,9,27,19,24,6,28,4,17,15,151,581,1365,1250,1456,2591,2228,1823,2935,309,14535
10701,29,123,104,68,74,82,32,86,12,618,9,59,25,20,17,13,9,24,6,171,8,23,3,11,3,11,3,7,19,85,950,2847,2685,2976,5383,5231,3001,3967,469,27505
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,4,16,12,7,13,5,63
10703,21,145,92,66,55,50,21,54,15,523,17,77,24,29,12,19,10,16,16,212,7,28,15,13,3,13,0,10,10,105,831,3835,3096,3120,3795,3483,1658,2615,366,22804
10704,66,273,222,138,145,113,51,103,26,1133,15,120,60,28,30,35,9,34,14,350,7,64,26,10,8,11,5,19,24,180,1940,7535,6746,6474,10541,8457,3775,5342,839,51659
10801,23,103,69,57,46,33,15,45,9,401,4,53,22,17,3,11,6,20,3,142,3,20,6,7,3,11,0,16,12,85,364,1396,1183,1376,1525,1234,600,1098,217,8994
10802,38,132,95,83,67,73,30,104,20,643,11,38,43,27,10,26,10,37,16,222,15,23,19,18,16,17,6,29,17,159,625,1970,1869,2190,2757,1933,1077,2036,418,14864
10803,3,6,0,0,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,24,27,21,23,21,43,17,31,9,216
10804,36,208,151,120,83,115,41,116,23,897,26,113,67,53,23,29,10,35,22,366,9,62,24,22,15,15,11,17,17,187,1002,3629,3040,4016,5250,4344,2091,3595,537,27511
10805,33,178,110,101,61,77,34,92,17,694,21,83,43,39,24,26,12,50,20,309,18,49,17,19,9,16,3,30,27,185,798,2325,2007,2446,3069,2468,1185,2079,398,16770
10901,54,209,136,114,106,103,40,139,27,912,19,89,40,28,13,25,18,52,13,297,19,49,24,28,15,9,5,21,20,193,1113,3508,2914,3746,5345,4422,2673,3839,502,28059
10902,22,35,26,37,21,27,10,53,10,234,9,14,14,9,6,13,5,12,5,82,3,12,7,11,5,4,10,15,6,70,201,490,423,562,867,829,394,1215,150,5128
10903,39,138,109,76,54,89,36,160,36,737,34,82,44,38,14,35,14,88,17,365,22,51,34,20,22,20,6,52,19,249,714,1943,1515,1825,2577,2635,1284,3079,375,15957
11001,27,129,74,66,61,66,34,167,16,647,10,68,40,34,24,42,21,80,10,328,15,44,31,26,10,28,15,49,12,227,567,2090,1598,1880,3094,2207,1235,2606,297,15561
11002,29,118,96,53,67,79,40,176,24,674,8,91,46,47,18,49,17,116,22,407,24,52,31,39,17,36,12,79,38,318,513,1620,1323,1711,2403,1862,939,2595,373,13344
11003,30,66,47,46,60,76,23,116,17,477,9,38,21,22,15,23,3,48,16,201,21,18,11,16,12,27,4,32,14,160,451,960,834,1127,1916,1900,953,2591,287,11022
11004,57,188,177,137,159,128,82,234,26,1191,23,114,77,65,29,51,22,107,25,513,19,78,39,43,30,36,18,78,36,363,1206,3480,3013,3875,6441,5848,3166,6033,709,33764
11101,40,242,158,113,98,92,34,77,12,872,13,137,51,32,20,19,9,24,7,318,5,51,18,15,10,10,9,7,15,151,1423,6051,5037,5226,7647,6717,3225,4146,604,40066
11102,32,136,100,82,49,51,31,73,14,556,9,80,43,13,11,11,12,17,6,203,4,32,19,3,3,4,3,3,6,86,672,2341,2089,2348,3236,2904,1544,2158,301,17597
11103,105,406,328,254,264,283,89,222,40,2003,34,197,113,68,42,60,33,45,25,615,15,135,48,20,19,16,12,22,38,332,3681,10534,10606,11567,19990,18900,8951,12191,1501,97925
11201,54,301,202,165,101,101,39,130,22,1114,18,135,67,43,22,34,15,50,21,403,8,69,35,21,11,30,12,28,33,254,924,4479,3876,4726,4870,4086,1939,3488,598,28993
11202,60,230,175,156,131,138,46,191,29,1159,17,118,54,61,36,35,18,74,9,415,12,53,42,28,18,27,25,53,44,301,955,3558,3267,4342,5786,4458,2029,3612,614,28625
11203,52,280,163,131,116,96,51,116,16,1014,10,99,61,49,29,34,16,33,11,336,10,77,29,24,12,16,10,26,19,225,940,4171,3477,4474,4924,4011,1971,3590,614,28163
11301,64,96,93,82,101,88,42,160,22,755,23,76,36,36,26,30,15,48,8,303,17,55,33,24,13,27,13,31,27,244,805,2055,1852,2178,4281,3948,2004,3577,514,21208
11302,20,42,32,27,26,24,17,67,9,261,10,28,14,6,7,19,3,26,8,121,4,15,14,11,10,10,6,18,8,93,232,633,567,630,989,818,578,1294,154,5902
11303,62,264,196,131,155,161,69,224,39,1300,34,118,73,59,33,58,27,119,24,542,17,93,47,49,16,26,25,77,41,389,1424,4436,3727,4517,8294,7123,3683,6847,836,40886
11401,66,305,208,139,91,89,45,120,26,1095,24,132,52,58,24,26,11,50,18,391,12,61,27,23,11,15,3,17,31,204,1298,4863,3971,4459,6028,5111,2954,4210,713,33614
11402,33,224,146,116,85,83,46,109,7,860,8,147,83,69,23,35,11,34,10,418,11,75,50,24,12,18,15,35,16,257,526,2673,2219,2318,2989,2822,1463,2632,295,17950
11501,53,358,247,206,216,220,78,198,32,1611,17,154,106,61,48,70,21,46,15,538,8,89,38,31,11,12,4,8,9,210,1411,7247,6143,5707,9369,11760,4667,8190,934,55429
11502,18,85,72,43,37,55,29,70,5,424,10,62,34,26,12,24,5,28,0,200,10,37,22,15,6,14,0,10,8,128,269,1618,1241,1165,1386,1756,843,1662,181,10127
11503,9,51,38,24,10,30,5,30,7,205,0,24,20,7,5,12,3,11,0,90,0,9,11,10,3,11,3,11,4,63,127,584,487,477,499,738,259,845,83,4114
